epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,1222.07,0.39159,0.30352,0.89717,0.94539,0.91613,0.93627,0.83436,0.40411,0.28166,0.8383,0.0007327,0.0007327,0.0007327
56,1244.35,0.39493,0.31201,0.89982,0.92903,0.91257,0.92018,0.82357,0.41311,0.29724,0.83576,0.00072775,0.00072775,0.00072775
57,1266.62,0.39872,0.3114,0.89541,0.96088,0.91109,0.93598,0.83799,0.40017,0.2732,0.8298,0.0007228,0.0007228,0.0007228
58,1288.94,0.39217,0.3072,0.89099,0.97029,0.89571,0.93604,0.83689,0.41275,0.2979,0.8385,0.00071785,0.00071785,0.00071785
59,1311.22,0.39143,0.31099,0.89718,0.92635,0.91831,0.93443,0.82888,0.41943,0.27915,0.83485,0.0007129,0.0007129,0.0007129
60,1333.48,0.39177,0.2989,0.89578,0.94911,0.91596,0.93177,0.83513,0.41386,0.27487,0.83767,0.00070795,0.00070795,0.00070795
61,1355.74,0.38347,0.295,0.89021,0.92593,0.91171,0.92879,0.82704,0.41221,0.29154,0.83662,0.000703,0.000703,0.000703
62,1378,0.38484,0.29936,0.88584,0.95918,0.91101,0.93672,0.8236,0.42542,0.28294,0.84555,0.00069805,0.00069805,0.00069805
63,1400.29,0.38985,0.30695,0.89522,0.95628,0.89278,0.92901,0.8274,0.41707,0.28193,0.84168,0.0006931,0.0006931,0.0006931
64,1422.56,0.39239,0.3066,0.89836,0.92839,0.91402,0.92311,0.81886,0.41777,0.28056,0.83741,0.00068815,0.00068815,0.00068815
65,1444.83,0.38119,0.30111,0.88914,0.95889,0.91479,0.94046,0.83341,0.41673,0.27464,0.83812,0.0006832,0.0006832,0.0006832
66,1467.1,0.38377,0.29849,0.88593,0.95226,0.92783,0.94015,0.83506,0.40956,0.26563,0.83535,0.00067825,0.00067825,0.00067825
67,1489.39,0.37738,0.29623,0.88844,0.97203,0.88125,0.92407,0.83385,0.40656,0.26775,0.83624,0.0006733,0.0006733,0.0006733
68,1511.65,0.38059,0.2964,0.88865,0.98395,0.8933,0.92726,0.8299,0.40903,0.26964,0.83492,0.00066835,0.00066835,0.00066835
69,1533.9,0.37189,0.2916,0.88933,0.95801,0.90072,0.93558,0.83194,0.40287,0.27512,0.83094,0.0006634,0.0006634,0.0006634
70,1556.19,0.38185,0.30189,0.89385,0.92304,0.92553,0.93257,0.8375,0.4111,0.26712,0.83577,0.00065845,0.00065845,0.00065845
71,1578.5,0.37144,0.28687,0.88799,0.9652,0.92635,0.93695,0.84098,0.41018,0.27666,0.83967,0.0006535,0.0006535,0.0006535
72,1600.84,0.37173,0.28652,0.88591,0.96456,0.91426,0.93665,0.8361,0.41493,0.2674,0.84294,0.00064855,0.00064855,0.00064855
73,1623.15,0.37275,0.28553,0.88787,0.93839,0.90717,0.92162,0.83408,0.41293,0.27643,0.84108,0.0006436,0.0006436,0.0006436
74,1645.43,0.36953,0.28425,0.88664,0.93766,0.90799,0.93127,0.82981,0.41568,0.26574,0.84093,0.00063865,0.00063865,0.00063865
75,1667.74,0.36557,0.28716,0.88363,0.94561,0.92006,0.9375,0.83662,0.40843,0.2561,0.8407,0.0006337,0.0006337,0.0006337
76,1690,0.37101,0.28994,0.89135,0.95366,0.90883,0.93397,0.83474,0.40567,0.26366,0.83298,0.00062875,0.00062875,0.00062875
77,1712.3,0.37263,0.28949,0.89285,0.95799,0.9065,0.92825,0.84282,0.39722,0.27689,0.83028,0.0006238,0.0006238,0.0006238
78,1734.63,0.36605,0.28425,0.88875,0.95026,0.91146,0.9289,0.83135,0.40491,0.27404,0.83621,0.00061885,0.00061885,0.00061885
79,1756.93,0.36564,0.27893,0.88098,0.97544,0.90038,0.93423,0.83338,0.39778,0.25956,0.83374,0.0006139,0.0006139,0.0006139
80,1779.21,0.36911,0.2838,0.88459,0.96393,0.91273,0.9339,0.8351,0.40368,0.25603,0.83429,0.00060895,0.00060895,0.00060895
81,1801.49,0.35846,0.27946,0.88953,0.95067,0.90952,0.94029,0.83486,0.41244,0.24429,0.83794,0.000604,0.000604,0.000604
82,1823.78,0.359,0.27093,0.88636,0.9453,0.9215,0.93229,0.83037,0.41474,0.26234,0.84283,0.00059905,0.00059905,0.00059905
83,1846.08,0.35401,0.27233,0.88315,0.95611,0.89715,0.92756,0.83075,0.40828,0.25665,0.83468,0.0005941,0.0005941,0.0005941
84,1868.39,0.36817,0.2799,0.88542,0.93988,0.92189,0.92932,0.83205,0.4071,0.26747,0.83255,0.00058915,0.00058915,0.00058915
85,1890.68,0.35652,0.27254,0.88283,0.94876,0.91838,0.9382,0.84429,0.39662,0.25134,0.82872,0.0005842,0.0005842,0.0005842
86,1913.03,0.36142,0.27671,0.88217,0.95443,0.91265,0.9333,0.83978,0.40321,0.25771,0.83237,0.00057925,0.00057925,0.00057925
87,1935.32,0.35473,0.27214,0.88461,0.93732,0.92848,0.93019,0.84033,0.40306,0.26346,0.83656,0.0005743,0.0005743,0.0005743
88,1957.61,0.34971,0.27057,0.87776,0.92721,0.91986,0.92916,0.83934,0.40193,0.26021,0.833,0.00056935,0.00056935,0.00056935
89,1979.9,0.35566,0.27236,0.88331,0.97036,0.91702,0.93708,0.84747,0.39931,0.2493,0.83325,0.0005644,0.0005644,0.0005644
90,2002.22,0.3482,0.26907,0.87628,0.94321,0.93224,0.93241,0.83829,0.40082,0.25154,0.83688,0.00055945,0.00055945,0.00055945
91,2024.53,0.34578,0.26926,0.87515,0.95067,0.93558,0.9401,0.84564,0.40406,0.2453,0.83294,0.0005545,0.0005545,0.0005545
92,2046.8,0.34299,0.27083,0.87775,0.94762,0.92767,0.93069,0.83732,0.40122,0.25677,0.83042,0.00054955,0.00054955,0.00054955
93,2069.09,0.3435,0.26247,0.87764,0.96007,0.91763,0.93871,0.84158,0.40415,0.25555,0.83207,0.0005446,0.0005446,0.0005446
94,2091.39,0.35123,0.27297,0.88027,0.97633,0.90955,0.94121,0.84528,0.40163,0.26121,0.82883,0.00053965,0.00053965,0.00053965
95,2113.72,0.34509,0.26461,0.87897,0.93119,0.93574,0.93271,0.83961,0.40113,0.25541,0.83546,0.0005347,0.0005347,0.0005347
96,2135.99,0.34456,0.26257,0.87866,0.94497,0.91541,0.92519,0.83323,0.403,0.2584,0.83468,0.00052975,0.00052975,0.00052975
97,2158.28,0.34106,0.26287,0.87713,0.95707,0.91652,0.92398,0.8327,0.39393,0.25597,0.83456,0.0005248,0.0005248,0.0005248
98,2180.56,0.33624,0.25804,0.87789,0.96617,0.90881,0.93787,0.85068,0.40062,0.25218,0.836,0.00051985,0.00051985,0.00051985
99,2202.89,0.34429,0.2633,0.87604,0.96359,0.91193,0.93099,0.84254,0.3967,0.24419,0.83331,0.0005149,0.0005149,0.0005149
100,2225.18,0.33914,0.25445,0.87487,0.94996,0.92244,0.93297,0.83651,0.39755,0.24845,0.82676,0.00050995,0.00050995,0.00050995
101,2247.46,0.33443,0.25986,0.8776,0.93568,0.9281,0.9272,0.84719,0.39881,0.25249,0.83273,0.000505,0.000505,0.000505
102,2269.75,0.3327,0.2614,0.87372,0.95136,0.92069,0.93906,0.84851,0.39528,0.24428,0.82784,0.00050005,0.00050005,0.00050005
103,2292.07,0.32795,0.25347,0.87944,0.95133,0.91778,0.93901,0.8477,0.40807,0.2525,0.8389,0.0004951,0.0004951,0.0004951
104,2314.36,0.3392,0.26317,0.87299,0.94833,0.92749,0.94747,0.85002,0.39777,0.25008,0.83268,0.00049015,0.00049015,0.00049015
105,2336.65,0.34086,0.26265,0.87653,0.9512,0.91465,0.93539,0.83918,0.39691,0.24242,0.83328,0.0004852,0.0004852,0.0004852
106,2358.93,0.33537,0.26284,0.87683,0.93523,0.92447,0.93557,0.8467,0.39765,0.26087,0.82598,0.00048025,0.00048025,0.00048025
107,2381.22,0.32472,0.25747,0.87071,0.94557,0.91741,0.93077,0.83918,0.39697,0.25157,0.82727,0.0004753,0.0004753,0.0004753
108,2403.49,0.32412,0.24709,0.87124,0.94324,0.92853,0.93983,0.84408,0.4025,0.24275,0.83564,0.00047035,0.00047035,0.00047035
109,2425.79,0.33126,0.2575,0.87401,0.93892,0.94136,0.9498,0.84723,0.40373,0.23965,0.8341,0.0004654,0.0004654,0.0004654
110,2448.08,0.33148,0.2568,0.88092,0.93709,0.93819,0.94661,0.8471,0.4006,0.23051,0.83053,0.00046045,0.00046045,0.00046045
111,2470.39,0.32966,0.2536,0.87279,0.94181,0.94059,0.94251,0.84628,0.39407,0.2312,0.82761,0.0004555,0.0004555,0.0004555
112,2492.67,0.32881,0.24878,0.87437,0.9584,0.92347,0.94051,0.84728,0.4021,0.2439,0.8278,0.00045055,0.00045055,0.00045055
113,2514.96,0.32493,0.25125,0.87452,0.96608,0.90658,0.9385,0.84674,0.39768,0.25042,0.82822,0.0004456,0.0004456,0.0004456
114,2537.25,0.32142,0.2505,0.86545,0.95878,0.89993,0.94055,0.85689,0.39256,0.23173,0.82426,0.00044065,0.00044065,0.00044065
115,2559.62,0.32686,0.2545,0.87619,0.9335,0.93728,0.93912,0.84595,0.39615,0.23634,0.83001,0.0004357,0.0004357,0.0004357
116,2581.91,0.32295,0.25091,0.86984,0.96631,0.905,0.93764,0.84222,0.40414,0.23783,0.83247,0.00043075,0.00043075,0.00043075
117,2604.22,0.3246,0.24581,0.86952,0.94685,0.92437,0.9336,0.84808,0.39372,0.23717,0.83106,0.0004258,0.0004258,0.0004258
118,2626.51,0.32346,0.24885,0.86988,0.97544,0.9104,0.93556,0.84884,0.39725,0.25061,0.83067,0.00042085,0.00042085,0.00042085
119,2648.82,0.32228,0.25367,0.87261,0.94241,0.9357,0.94306,0.85365,0.39684,0.25104,0.83136,0.0004159,0.0004159,0.0004159
120,2671.13,0.32063,0.24673,0.86722,0.94951,0.91697,0.9395,0.84827,0.399,0.24252,0.83069,0.00041095,0.00041095,0.00041095
121,2693.44,0.31717,0.23746,0.86533,0.94536,0.91633,0.9327,0.84775,0.39357,0.24296,0.82956,0.000406,0.000406,0.000406
122,2715.74,0.31799,0.24334,0.86738,0.97166,0.90985,0.94295,0.84669,0.39291,0.23805,0.82912,0.00040105,0.00040105,0.00040105
123,2738.04,0.31207,0.24379,0.86528,0.94284,0.92428,0.93983,0.85034,0.386,0.23748,0.8268,0.0003961,0.0003961,0.0003961
124,2760.32,0.31702,0.24414,0.8726,0.94797,0.92622,0.94139,0.84661,0.39391,0.22766,0.82762,0.00039115,0.00039115,0.00039115
125,2782.64,0.30913,0.23311,0.86827,0.94675,0.92948,0.9472,0.84945,0.39268,0.22598,0.82577,0.0003862,0.0003862,0.0003862
126,2804.93,0.31346,0.24461,0.86993,0.92719,0.94909,0.94738,0.84976,0.38915,0.22988,0.82566,0.00038125,0.00038125,0.00038125
127,2827.23,0.30512,0.24078,0.86526,0.95668,0.92534,0.94451,0.85097,0.39175,0.24838,0.82668,0.0003763,0.0003763,0.0003763
128,2849.52,0.306,0.24072,0.87172,0.95765,0.92147,0.94404,0.84627,0.39918,0.23778,0.82894,0.00037135,0.00037135,0.00037135
129,2871.81,0.30619,0.24126,0.86678,0.96674,0.90427,0.93167,0.84483,0.39355,0.24609,0.82666,0.0003664,0.0003664,0.0003664
130,2894.13,0.30789,0.24042,0.86748,0.94733,0.90814,0.91999,0.84322,0.3908,0.24244,0.8275,0.00036145,0.00036145,0.00036145
131,2916.44,0.30981,0.24195,0.86719,0.94272,0.92235,0.93921,0.84977,0.395,0.23874,0.82875,0.0003565,0.0003565,0.0003565
132,2938.72,0.30726,0.23935,0.86699,0.94967,0.9138,0.93408,0.85321,0.39757,0.23277,0.83414,0.00035155,0.00035155,0.00035155
133,2961.02,0.3057,0.23506,0.86301,0.95965,0.9144,0.93905,0.84508,0.39793,0.23374,0.83072,0.0003466,0.0003466,0.0003466
134,2983.33,0.30013,0.23399,0.86303,0.93857,0.91803,0.92902,0.84514,0.39394,0.23232,0.82863,0.00034165,0.00034165,0.00034165
135,3005.63,0.29842,0.23158,0.86116,0.93654,0.93258,0.9332,0.85003,0.40339,0.23948,0.83447,0.0003367,0.0003367,0.0003367
136,3027.92,0.30298,0.23647,0.86272,0.95206,0.91055,0.93665,0.85113,0.3979,0.24472,0.83188,0.00033175,0.00033175,0.00033175
137,3050.19,0.28805,0.22815,0.86283,0.93544,0.9325,0.9392,0.8489,0.39965,0.23324,0.83899,0.0003268,0.0003268,0.0003268
138,3072.49,0.29492,0.23449,0.86158,0.95663,0.9162,0.93164,0.84223,0.39761,0.23862,0.83323,0.00032185,0.00032185,0.00032185
139,3094.8,0.30237,0.23397,0.86016,0.95249,0.91916,0.93727,0.84614,0.4015,0.24167,0.8326,0.0003169,0.0003169,0.0003169
140,3117.07,0.29375,0.22985,0.86217,0.9454,0.93179,0.93584,0.84689,0.39967,0.23886,0.83491,0.00031195,0.00031195,0.00031195
141,3139.36,0.29408,0.23012,0.86296,0.92766,0.92954,0.92788,0.84542,0.39991,0.23894,0.8347,0.000307,0.000307,0.000307
142,3161.65,0.28952,0.22894,0.86251,0.95152,0.91961,0.93113,0.84645,0.39316,0.22909,0.83429,0.00030205,0.00030205,0.00030205
143,3183.96,0.29162,0.22526,0.86533,0.95162,0.92001,0.92573,0.8508,0.39288,0.22867,0.83661,0.0002971,0.0002971,0.0002971
144,3206.24,0.2887,0.22808,0.85772,0.96205,0.90246,0.92647,0.849,0.39737,0.23314,0.83851,0.00029215,0.00029215,0.00029215
145,3228.52,0.2944,0.22632,0.86604,0.9431,0.93061,0.93154,0.84801,0.39733,0.23528,0.83402,0.0002872,0.0002872,0.0002872
146,3250.81,0.28894,0.22534,0.85939,0.96075,0.92228,0.93739,0.85037,0.39604,0.23541,0.8303,0.00028225,0.00028225,0.00028225
147,3273.1,0.28806,0.2259,0.85912,0.96366,0.92203,0.9431,0.85297,0.39468,0.23432,0.82714,0.0002773,0.0002773,0.0002773
148,3295.39,0.29055,0.22403,0.85642,0.9417,0.92816,0.93147,0.85347,0.39434,0.22954,0.83147,0.00027235,0.00027235,0.00027235
149,3317.69,0.28302,0.22379,0.85841,0.95188,0.94058,0.94441,0.85353,0.39276,0.22342,0.82836,0.0002674,0.0002674,0.0002674
150,3339.95,0.28595,0.22514,0.85963,0.957,0.92007,0.94186,0.84917,0.3957,0.22936,0.82874,0.00026245,0.00026245,0.00026245
151,3362.27,0.28028,0.22068,0.85914,0.94525,0.9236,0.93183,0.84931,0.39693,0.22334,0.83374,0.0002575,0.0002575,0.0002575
152,3384.54,0.28342,0.21914,0.86304,0.93958,0.94004,0.94218,0.85316,0.39366,0.21819,0.83403,0.00025255,0.00025255,0.00025255
153,3406.84,0.29402,0.22779,0.86311,0.94818,0.93373,0.93208,0.85014,0.39166,0.22466,0.83324,0.0002476,0.0002476,0.0002476
154,3429.13,0.29271,0.22936,0.86442,0.95064,0.92968,0.93152,0.85253,0.38877,0.21788,0.83246,0.00024265,0.00024265,0.00024265
155,3451.44,0.28152,0.21653,0.85897,0.96299,0.91758,0.94053,0.85402,0.39232,0.22845,0.83447,0.0002377,0.0002377,0.0002377
156,3473.74,0.28441,0.21773,0.85689,0.94797,0.93149,0.93844,0.85576,0.39195,0.23306,0.83311,0.00023275,0.00023275,0.00023275
157,3496.04,0.28504,0.21992,0.85898,0.94506,0.92972,0.94135,0.85167,0.39093,0.22619,0.83418,0.0002278,0.0002278,0.0002278
158,3518.35,0.27677,0.2184,0.85747,0.94873,0.92337,0.9383,0.85268,0.38971,0.22967,0.8335,0.00022285,0.00022285,0.00022285
159,3540.66,0.27878,0.21949,0.86218,0.94792,0.92524,0.94081,0.85335,0.39734,0.23264,0.8347,0.0002179,0.0002179,0.0002179
160,3562.96,0.27462,0.21715,0.85952,0.95103,0.92291,0.93576,0.85176,0.39058,0.22557,0.83142,0.00021295,0.00021295,0.00021295
161,3585.24,0.27913,0.21413,0.85741,0.94855,0.92524,0.93863,0.84971,0.39369,0.22397,0.8286,0.000208,0.000208,0.000208
162,3607.53,0.27375,0.21665,0.85837,0.95014,0.92313,0.93924,0.85456,0.39045,0.23082,0.82584,0.00020305,0.00020305,0.00020305
163,3629.83,0.27477,0.21632,0.85715,0.96585,0.92376,0.93924,0.84824,0.3934,0.22746,0.82811,0.0001981,0.0001981,0.0001981
164,3652.11,0.26592,0.21154,0.85182,0.95069,0.92421,0.93989,0.84646,0.39213,0.22409,0.82884,0.00019315,0.00019315,0.00019315
165,3674.39,0.27318,0.2165,0.85832,0.94912,0.9225,0.94014,0.85126,0.39291,0.2302,0.82951,0.0001882,0.0001882,0.0001882
166,3696.69,0.28242,0.2202,0.86065,0.94174,0.91735,0.93921,0.85403,0.39225,0.23249,0.82792,0.00018325,0.00018325,0.00018325
167,3718.99,0.2663,0.20702,0.85277,0.9637,0.90682,0.93948,0.85311,0.39224,0.22883,0.82799,0.0001783,0.0001783,0.0001783
168,3741.28,0.26736,0.20777,0.85582,0.95099,0.92294,0.9432,0.85775,0.38765,0.22561,0.82667,0.00017335,0.00017335,0.00017335
169,3763.64,0.27402,0.21381,0.86128,0.94787,0.92332,0.94041,0.85704,0.38603,0.22241,0.82572,0.0001684,0.0001684,0.0001684
170,3785.93,0.26262,0.20819,0.85358,0.95436,0.92191,0.94478,0.8582,0.38673,0.22204,0.82717,0.00016345,0.00016345,0.00016345
171,3808.27,0.26836,0.21007,0.85602,0.95366,0.92324,0.94044,0.8544,0.38887,0.22018,0.82957,0.0001585,0.0001585,0.0001585
172,3830.57,0.26867,0.20814,0.85363,0.9548,0.92192,0.93577,0.85209,0.39566,0.22365,0.83369,0.00015355,0.00015355,0.00015355
173,3852.86,0.26725,0.21078,0.85702,0.94591,0.91736,0.93008,0.85157,0.39326,0.22354,0.83221,0.0001486,0.0001486,0.0001486
174,3875.14,0.26089,0.20844,0.85199,0.95808,0.91532,0.94231,0.85567,0.39142,0.22368,0.8299,0.00014365,0.00014365,0.00014365
175,3897.46,0.26695,0.21493,0.86221,0.95595,0.91952,0.93838,0.85331,0.39519,0.22546,0.83046,0.0001387,0.0001387,0.0001387
176,3919.75,0.26558,0.20984,0.85226,0.95053,0.92427,0.93146,0.85375,0.39364,0.22452,0.83088,0.00013375,0.00013375,0.00013375
177,3942.03,0.26276,0.21118,0.85539,0.95392,0.9184,0.93436,0.85043,0.39674,0.22627,0.83238,0.0001288,0.0001288,0.0001288
178,3964.32,0.26779,0.2079,0.85453,0.95526,0.9237,0.93595,0.85652,0.39394,0.21801,0.83001,0.00012385,0.00012385,0.00012385
179,3986.64,0.2669,0.21031,0.85623,0.95322,0.92524,0.93749,0.85123,0.39184,0.21963,0.83192,0.0001189,0.0001189,0.0001189
180,4008.96,0.25889,0.20331,0.85332,0.95103,0.92206,0.93383,0.8473,0.39357,0.22127,0.83389,0.00011395,0.00011395,0.00011395
181,4031.25,0.26806,0.20736,0.85454,0.9412,0.92556,0.93378,0.84763,0.39402,0.21842,0.83462,0.000109,0.000109,0.000109
182,4053.56,0.25599,0.20009,0.85005,0.95341,0.91656,0.93446,0.8467,0.39517,0.21752,0.83512,0.00010405,0.00010405,0.00010405
183,4075.86,0.26224,0.20735,0.85754,0.9357,0.93653,0.93704,0.84913,0.3938,0.218,0.83244,9.91e-05,9.91e-05,9.91e-05
184,4098.16,0.25185,0.19788,0.85385,0.94374,0.93449,0.93696,0.85224,0.3981,0.22431,0.83499,9.415e-05,9.415e-05,9.415e-05
